EU (Milan),c5.12xlarge,1770.7320,10,100
EU (Milan),c5.18xlarge,2656.0980,10,100
EU (Milan),c5.24xlarge,3541.4640,10,100
EU (Milan),c5.2xlarge,295.1220,10,100
EU (Milan),c5.4xlarge,590.2440,10,100
EU (Milan),c5.9xlarge,1328.0490,10,100
EU (Milan),c5.large,73.7805,10,100
EU (Milan),c5.metal,3541.4640,10,100
EU (Milan),c5.xlarge,147.5610,10,100
EU (Milan),c5d.12xlarge,1998.6480,10,100
EU (Milan),c5d.18xlarge,2997.9720,10,100
EU (Milan),c5d.24xlarge,3997.2960,10,100
EU (Milan),c5d.2xlarge,333.1080,10,100
EU (Milan),c5d.4xlarge,666.2160,10,100
EU (Milan),c5d.9xlarge,1498.9860,10,100
EU (Milan),c5d.large,83.2770,10,100
EU (Milan),c5d.metal,3997.2960,10,100
EU (Milan),c5d.xlarge,166.5540,10,100
EU (Milan),d2.2xlarge,1127.8920,10,100
EU (Milan),d2.4xlarge,2255.7840,10,100
EU (Milan),d2.8xlarge,4511.5680,10,100
EU (Milan),d2.xlarge,563.9460,10,100
EU (Milan),i3.16xlarge,4231.0560,10,100
EU (Milan),i3.2xlarge,528.8820,10,100
EU (Milan),i3.4xlarge,1057.7640,10,100
EU (Milan),i3.8xlarge,2115.5280,10,100
EU (Milan),i3.large,132.2205,10,100
EU (Milan),i3.metal,4231.0560,10,100
EU (Milan),i3.xlarge,264.4410,10,100
EU (Milan),m5.12xlarge,1963.5840,10,100
EU (Milan),m5.16xlarge,2618.1120,10,100
EU (Milan),m5.24xlarge,3927.1680,10,100
EU (Milan),m5.2xlarge,327.2640,10,100
EU (Milan),m5.4xlarge,654.5280,10,100
EU (Milan),m5.8xlarge,1309.0560,10,100
EU (Milan),m5.large,81.8160,10,100
EU (Milan),m5.metal,3927.1680,10,100
EU (Milan),m5.xlarge,163.6320,10,100
EU (Milan),m5d.12xlarge,2314.2240,10,100
EU (Milan),m5d.16xlarge,3085.6320,10,100
EU (Milan),m5d.24xlarge,4628.4480,10,100
EU (Milan),m5d.2xlarge,385.7040,10,100
EU (Milan),m5d.4xlarge,771.4080,10,100
EU (Milan),m5d.8xlarge,1542.8160,10,100
EU (Milan),m5d.large,96.4260,10,100
EU (Milan),m5d.metal,4628.4480,10,100
EU (Milan),m5d.xlarge,192.8520,10,100
EU (Milan),r5.12xlarge,2594.7360,10,100
EU (Milan),r5.16xlarge,3459.6480,10,100
EU (Milan),r5.24xlarge,5189.4720,10,100
EU (Milan),r5.2xlarge,432.4560,10,100
EU (Milan),r5.4xlarge,864.9120,10,100
EU (Milan),r5.8xlarge,1729.8240,10,100
EU (Milan),r5.large,108.1140,10,100
EU (Milan),r5.metal,5189.4720,10,100
EU (Milan),r5.xlarge,216.2280,10,100
EU (Milan),r5d.12xlarge,2945.3760,10,100
EU (Milan),r5d.16xlarge,3927.1680,10,100
EU (Milan),r5d.24xlarge,5890.7520,10,100
EU (Milan),r5d.2xlarge,490.8960,10,100
EU (Milan),r5d.4xlarge,981.7920,10,100
EU (Milan),r5d.8xlarge,1963.5840,10,100
EU (Milan),r5d.large,122.7240,10,100
EU (Milan),r5d.metal,5890.7520,10,100
EU (Milan),r5d.xlarge,245.4480,10,100
EU (Milan),t3.2xlarge,280.0737,10,100
EU (Milan),t3.large,69.9819,10,100
EU (Milan),t3.medium,34.9909,10,100
EU (Milan),t3.micro,8.7660,10,100
EU (Milan),t3.nano,4.3830,10,100
EU (Milan),t3.small,17.5320,10,100
EU (Milan),t3.xlarge,140.0369,10,100
af-south-1,c5.12xlarge,1998.6480,10,100
af-south-1,c5.18xlarge,2997.9720,10,100
af-south-1,c5.24xlarge,3997.2960,10,100
af-south-1,c5.2xlarge,333.1080,10,100
af-south-1,c5.4xlarge,666.2160,10,100
af-south-1,c5.9xlarge,1498.9860,10,100
af-south-1,c5.large,83.2770,10,100
af-south-1,c5.metal,3997.2960,10,100
af-south-1,c5.xlarge,166.5540,10,100
af-south-1,c5d.12xlarge,2279.1600,10,100
af-south-1,c5d.18xlarge,3418.7400,10,100
af-south-1,c5d.24xlarge,4558.3200,10,100
af-south-1,c5d.2xlarge,379.8600,10,100
af-south-1,c5d.4xlarge,759.7200,10,100
af-south-1,c5d.9xlarge,1709.3700,10,100
af-south-1,c5d.large,94.9650,10,100
af-south-1,c5d.metal,4558.3200,10,100
af-south-1,c5d.xlarge,189.9300,10,100
af-south-1,d2.2xlarge,1278.3750,10,100
af-south-1,d2.4xlarge,2556.7500,10,100
af-south-1,d2.8xlarge,5113.5000,10,100
af-south-1,d2.xlarge,639.1875,10,100
af-south-1,i3.16xlarge,4792.0800,10,100
af-south-1,i3.2xlarge,599.0100,10,100
af-south-1,i3.4xlarge,1198.0200,10,100
af-south-1,i3.8xlarge,2396.0400,10,100
af-south-1,i3.large,149.7525,10,100
af-south-1,i3.metal,4792.0800,10,100
af-south-1,i3.xlarge,299.5050,10,100
af-south-1,m5.12xlarge,2226.5640,10,100
af-south-1,m5.16xlarge,2968.7520,10,100
af-south-1,m5.24xlarge,4453.1280,10,100
af-south-1,m5.2xlarge,371.0940,10,100
af-south-1,m5.4xlarge,742.1880,10,100
af-south-1,m5.8xlarge,1484.3760,10,100
af-south-1,m5.large,92.7735,10,100
af-south-1,m5.metal,4453.1280,10,100
af-south-1,m5.xlarge,185.5470,10,100
af-south-1,m5d.12xlarge,2629.8000,10,100
af-south-1,m5d.16xlarge,3506.4000,10,100
af-south-1,m5d.24xlarge,5259.6000,10,100
af-south-1,m5d.2xlarge,438.3000,10,100
af-south-1,m5d.4xlarge,876.6000,10,100
af-south-1,m5d.8xlarge,1753.2000,10,100
af-south-1,m5d.large,109.5750,10,100
af-south-1,m5d.metal,5259.6000,10,100
af-south-1,m5d.xlarge,219.1500,10,100
af-south-1,r5.12xlarge,2945.3760,10,100
af-south-1,r5.16xlarge,3927.1680,10,100
af-south-1,r5.24xlarge,5890.7520,10,100
